"pers_no","action_type","reason_for_action","company_code","company_code_1","personnel_area","personnel_subarea","cost_ctr","cost_center","organizational_unit","start_date_action","end_date_action","organizational_key","position","date"
90003216,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10230,"JKT Maintenance-Elec","Electrical","5/01/2015","31/03/2015","","Electrician","5/01/2015"
90003217,"Hire Employee","New position",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10360,"JKT Sale & Marketing","Marketing & Sales","2/02/2015","16/09/2016","","Marketing Manager","2/02/2015"
90003218,"Hire Employee","New position",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10270,"JKT Manufacturing","Manufacturing","2/02/2015","5/07/2015","","Continuous Improvement Specialist","2/02/2015"
90003219,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10360,"JKT Sale & Marketing","Marketing & Sales","16/02/2015","31/01/2016","","Sales & Marketing Director","16/02/2015"
90003220,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10260,"JKT Plant Reliabilty","Mechanical Engineering","2/03/2015","5/10/2016","","Mechanical Engineering Manager","2/03/2015"
90003221,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 24 Shift B","2/03/2015","31/01/2016","","Hot End Assistant Operator","2/03/2015"
90003221,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 24 Shift B","2/03/2015","31/01/2016","","Hot End Assistant Operator","2/03/2015"
90003222,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 24 Shift D","2/03/2015","31/03/2015","","Hot End Assistant Operator","2/03/2015"
90003223,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10210,"JKT Mould Shop","Mould Shop","16/03/2015","31/12/9999","Manufacturing & Engineering","Mould Shop Engineer","16/03/2015"
90003224,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 14 Shift A","6/04/2015","30/06/2015","","Hot End Assistant Operator","6/04/2015"
90003224,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 14 Shift A","6/04/2015","30/06/2015","","Hot End Assistant Operator","6/04/2015"
90003225,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 14 Shift B","6/04/2015","12/05/2015","","Hot End Assistant Operator","6/04/2015"
90003226,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 24 Shift D","6/04/2015","10/06/2015","","Hot End Assistant Operator","6/04/2015"
90003227,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 24 Shift B","6/04/2015","7/06/2015","","Hot End Assistant Operator","6/04/2015"
90003228,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10230,"JKT Maintenance-Elec","Electrical","1/05/2015","26/03/2017","","Electrical Engineer","1/05/2015"
90003228,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Shft Staff",10230,"JKT Maintenance-Elec","Electrical","1/05/2015","26/03/2017","","Electrical Engineer","1/05/2015"
90003228,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10230,"JKT Maintenance-Elec","Electrical","1/05/2015","26/03/2017","","Electrical Engineer","1/05/2015"
90003229,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10270,"JKT Manufacturing","Manufacturing","1/05/2015","30/04/2016","","Graduate Trainee","1/05/2015"
90003230,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10270,"JKT Manufacturing","Manufacturing","1/05/2015","30/04/2016","","Graduate Trainee","1/05/2015"
90003231,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10270,"JKT Manufacturing","Manufacturing","1/05/2015","30/04/2016","","Graduate Trainee","1/05/2015"
90003232,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10360,"JKT Sale & Marketing","Marketing & Sales","11/05/2015","28/09/2018","","Category Sales Manager-Non Alcoholic Bev","11/05/2015"
90003232,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10360,"JKT Sale & Marketing","Marketing & Sales","11/05/2015","28/09/2018","Commercial","Account Manager","11/05/2015"
90003233,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 14 Shift C","1/05/2015","23/07/2015","","Hot End Assistant Operator","1/05/2015"
90003233,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 14 Shift C","1/05/2015","23/07/2015","","Hot End Assistant Operator","1/05/2015"
90003234,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 22 Shift D","1/05/2015","31/05/2015","","Hot End Assistant Operator","1/05/2015"
90003235,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10580,"JKT Warehousing","Store","1/06/2015","31/12/9999","","Store Foreman","1/06/2015"
90003235,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10580,"JKT Warehousing","Warehouse","1/06/2015","31/12/9999","","Store Foreman","1/06/2015"
90003235,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10580,"JKT Warehousing","Warehouse","1/06/2015","31/12/9999","Supply Chain","Sparepart Warehouse Supervisor","1/06/2015"
90003236,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10360,"JKT Sale & Marketing","Marketing & Sales","1/06/2015","31/12/9999","Commercial","Customer Support Executive","1/06/2015"
90003237,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10360,"JKT Sale & Marketing","Marketing & Sales","15/06/2015","30/09/2016","","Customer Support Executive","15/06/2015"
90003238,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10270,"JKT Manufacturing","Manufacturing","22/06/2015","31/07/2016","","Graduate Trainee","22/06/2015"
90003239,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10270,"JKT Manufacturing","Manufacturing","22/06/2015","30/09/2015","","Graduate Trainee","22/06/2015"
90003240,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10270,"JKT Manufacturing","Plant Reliability","1/07/2015","30/09/2015","","Plant Reliability Manager","1/07/2015"
90003241,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 14 Shift B","1/07/2015","30/09/2015","","Hot End Assistant Operator","1/07/2015"
90003241,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 14 Shift B","1/07/2015","30/09/2015","","Hot End Assistant Operator","1/07/2015"
90003242,"Hire Employee","New position",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10400,"JKT Administration","PT Kangar Consolidated Industries","1/08/2015","31/12/2015","","Strategic Business Analysis Sr Manager","1/08/2015"
90003243,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10270,"JKT Manufacturing","Unit Plant 2","14/09/2015","31/12/9999","Manufacturing & Engineering","Unit Plant Manager 2","14/09/2015"
90003244,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 14 Shift A","1/10/2015","31/01/2016","","Hot End Assistant Operator","1/10/2015"
90003244,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 14 Shift A","1/10/2015","31/01/2016","","Hot End Assistant Operator","1/10/2015"
90003245,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 14 Shift C","1/10/2015","31/01/2016","","Hot End Assistant Operator","1/10/2015"
90003245,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 14 Shift C","1/10/2015","31/01/2016","","Hot End Assistant Operator","1/10/2015"
90003246,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 22 Shift C","1/10/2015","31/01/2016","","Hot End Assistant Operator","1/10/2015"
90003246,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 22 Shift C","1/10/2015","31/01/2016","","Hot End Assistant Operator","1/10/2015"
90003247,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 24 Shift D","1/10/2015","31/01/2017","","Hot End Assistant Operator","1/10/2015"
90003247,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 24 Shift D","1/10/2015","31/01/2017","","Hot End Assistant Operator","1/10/2015"
90003248,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10270,"JKT Manufacturing","Manufacturing","1/11/2015","31/01/2016","","Continuous Improvement Specialist","1/11/2015"
90003249,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10270,"JKT Manufacturing","Manufacturing","1/11/2015","3/11/2016","","Graduate Trainee","1/11/2015"
90003250,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10160,"JKT Inspect","Inspection Packaging","1/11/2015","31/01/2017","","Inspection & Packaging Engineer","1/11/2015"
90003251,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 12 Shift A","1/11/2015","31/01/2016","","Hot End Assistant Operator","1/11/2015"
90003252,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 22 Shift B","1/11/2015","31/01/2016","","Hot End Assistant Operator","1/11/2015"
90003253,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 22 Shift C","1/11/2015","31/01/2016","","Hot End Assistant Operator","1/11/2015"
90003254,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 12 Shift B","14/12/2015","31/01/2016","","Hot End Assistant Operator","14/12/2015"
90003254,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 12 Shift B","14/12/2015","31/01/2016","","Hot End Assistant Operator","14/12/2015"
90003255,"Hire Employee","New position",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10300,"JKT Finance","Finance","1/01/2016","31/12/9999","Finance","Treasury Supervisor","1/01/2016"
90003256,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10300,"JKT Finance","Finance","11/01/2016","7/12/2018","Finance","Plant Controller","11/01/2016"
90003257,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10570,"JKT Distribution","Distribution","11/01/2016","31/12/9999","Supply Chain","Distribution Administrator","11/01/2016"
90003257,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10580,"JKT Warehousing","Warehouse & Logistics","11/01/2016","31/12/9999","Supply Chain","Dispacth Supervisor","11/01/2016"
90003258,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 22 Shift B","1/02/2016","29/02/2016","","Hot End Assistant Operator","1/02/2016"
90003259,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10140,"JKT Job Change","Job Change","1/02/2016","31/08/2016","","Hot End Job Change Crew","1/02/2016"
90003260,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10230,"JKT Maintenance-Elec","Electrical","1/02/2016","31/03/2016","","Electrician","1/02/2016"
90003261,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10170,"JKT Pack","Quality Service","1/02/2016","31/07/2016","","Bottle Tester","1/02/2016"
90003261,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10170,"JKT Pack","Quality Service","1/02/2016","31/07/2016","","Bottle Tester","1/02/2016"
90003262,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10270,"JKT Manufacturing","Plant Reliability","1/03/2016","21/12/2018","Manufacturing & Engineering","Plant Reliability Manager","1/03/2016"
90003263,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 22 Shift B","1/03/2016","15/03/2017","","Hot End Assistant Operator","1/03/2016"
90003263,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 22 Shift B","1/03/2016","15/03/2017","","Hot End Assistant Operator","1/03/2016"
90003264,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 21 Shift D","1/03/2016","31/01/2017","","Hot End Assistant Operator","1/03/2016"
90003264,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 21 Shift D","1/03/2016","31/01/2017","","Hot End Assistant Operator","1/03/2016"
90003265,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10230,"JKT Maintenance-Elec","Electrical","1/03/2016","31/12/2016","","Electrician","1/03/2016"
90003265,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10230,"JKT Maintenance-Elec","Electrical","1/03/2016","31/12/2016","","Electrician","1/03/2016"
90003266,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10260,"JKT Plant Reliabilty","Mechanical Engineering","1/03/2016","4/11/2016","","Mechanical Fitter","1/03/2016"
90003267,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10260,"JKT Plant Reliabilty","Mechanical Engineering","1/03/2016","31/01/2017","","Mechanical Fitter","1/03/2016"
90003268,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10170,"JKT Pack","Quality Service","1/03/2016","31/05/2016","","Bottle Tester","1/03/2016"
90003268,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10170,"JKT Pack","Quality Service","1/03/2016","31/05/2016","","Bottle Tester","1/03/2016"
90003269,"Hire Employee","New position",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10360,"JKT Sale & Marketing","Marketing & Sales","1/05/2016","30/11/2017","Commercial","Sales Director","1/05/2016"
90003270,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10290,"JKT HR & Training","Human Resources","23/05/2016","31/12/9999","Human Resources","Human Resources Director","23/05/2016"
90003271,"Hire Employee","New position",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10490,"JKT Manufacturing Su","Manufacturing Process Capability Program","1/07/2016","31/12/9999","Manufacturing & Engineering","Forehearth & Job Change SME SEA","1/07/2016"
90003272,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10230,"JKT Maintenance-Elec","Electrical","18/07/2016","24/08/2016","","Electrician","18/07/2016"
90003273,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10140,"JKT Job Change","Job Change","18/07/2016","31/12/9999","Manufacturing & Engineering","Hot End Job Change Crew","18/07/2016"
90003274,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10170,"JKT Pack","Quality Service","18/07/2016","31/01/2018","","Bottle Tester","18/07/2016"
90003274,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10170,"JKT Pack","Quality Service","18/07/2016","31/01/2018","Manufacturing & Engineering","Bottle Tester","18/07/2016"
90003275,"Hire Employee","New position",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10570,"JKT Distribution","Distribution","15/09/2016","31/12/9999","","Warehouse Manager","15/09/2016"
90003275,"Hire Employee","New position",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10570,"JKT Distribution","Warehouse","15/09/2016","31/12/9999","Supply Chain","Warehouse Manager","15/09/2016"
90003275,"Hire Employee","New position",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10580,"JKT Warehousing","Warehouse & Logistics","15/09/2016","31/12/9999","Supply Chain","Warehouse & Logistics Manager","15/09/2016"
90003276,"Hire Employee","New position",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10290,"JKT HR & Training","Human Resources","1/10/2016","31/12/9999","Human Resources","Reward Manager","1/10/2016"
90003277,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10160,"JKT Inspect","Inspection Packaging","10/10/2016","12/01/2017","","Cold End Technician","10/10/2016"
90003277,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10160,"JKT Inspect","Inspection Packaging","10/10/2016","12/01/2017","","Cold End Technician","10/10/2016"
90003278,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10160,"JKT Inspect","Inspection Packaging","10/10/2016","31/01/2017","","Cold End Technician","10/10/2016"
90003278,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10160,"JKT Inspect","Inspection Packaging","10/10/2016","31/01/2017","","Cold End Technician","10/10/2016"
90003279,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10160,"JKT Inspect","Inspection Packaging","10/10/2016","31/12/2016","","Cold End Technician","10/10/2016"
90003279,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10160,"JKT Inspect","Inspection Packaging","10/10/2016","31/12/2016","","Cold End Technician","10/10/2016"
90003280,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10160,"JKT Inspect","Inspection Packaging","10/10/2016","1/10/2017","","Cold End Technician","10/10/2016"
90003280,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10160,"JKT Inspect","Inspection Packaging","10/10/2016","1/10/2017","","Cold End Technician","10/10/2016"
90003280,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10160,"JKT Inspect","Inspection Packaging","10/10/2016","1/10/2017","","Inspection Technician","10/10/2016"
90003280,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10160,"JKT Inspect","Inspection Packaging","10/10/2016","1/10/2017","","Inspection Technician","10/10/2016"
90003280,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10160,"JKT Inspect","Inspection Packaging","10/10/2016","1/10/2017","Manufacturing & Engineering","Inspection Technician","10/10/2016"
90003281,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10160,"JKT Inspect","Inspection Packaging","10/10/2016","31/12/2016","","Cold End Technician","10/10/2016"
90003281,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10160,"JKT Inspect","Inspection Packaging","10/10/2016","31/12/2016","","Cold End Technician","10/10/2016"
90003282,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10160,"JKT Inspect","Inspection Packaging","11/10/2016","31/01/2017","","Cold End Technician","11/10/2016"
90003282,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10160,"JKT Inspect","Inspection Packaging","11/10/2016","31/01/2017","","Cold End Technician","11/10/2016"
90003283,"Hire Employee","New position",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10360,"JKT Sale & Marketing","Marketing & Sales","17/10/2016","31/12/9999","Commercial","Customer Support Manager","17/10/2016"
90003286,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10170,"JKT Pack","Quality Service","1/11/2016","31/10/2017","Manufacturing & Engineering","Quality Engineer","1/11/2016"
90003287,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 11 Shift D","1/11/2016","31/01/2017","","Hot End Assistant Operator","1/11/2016"
90003287,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 11 Shift D","1/11/2016","31/01/2017","","Hot End Assistant Operator","1/11/2016"
90003288,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 14 Shift B","1/11/2016","30/11/2016","","Hot End Assistant Operator","1/11/2016"
90003289,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 14 Shift D","1/11/2016","15/03/2017","","Hot End Assistant Operator","1/11/2016"
90003289,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 14 Shift D","1/11/2016","15/03/2017","","Hot End Assistant Operator","1/11/2016"
90003290,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10210,"JKT Mould Shop","Mould Shop","1/11/2016","31/12/9999","Manufacturing & Engineering","Mould Shop Fitter","1/11/2016"
90003291,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10210,"JKT Mould Shop","Mould Shop","1/11/2016","31/08/2017","Manufacturing & Engineering","Mould Shop Fitter","1/11/2016"
90003292,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10140,"JKT Job Change","Job Change","1/11/2016","31/01/2017","","Cold End Job Change Crew","1/11/2016"
90003293,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10140,"JKT Job Change","Job Change","1/11/2016","31/01/2017","","Cold End Job Change Crew","1/11/2016"
90003294,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10140,"JKT Job Change","Job Change","1/11/2016","26/06/2019","Manufacturing & Engineering","Hot End Job Change Crew","1/11/2016"
90003295,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10140,"JKT Job Change","Job Change","1/11/2016","31/12/9999","Manufacturing & Engineering","Hot End Job Change Crew","1/11/2016"
90003296,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10100,"JKT Batch","Batch & Furnace","1/11/2016","31/01/2017","","Batch House Operator","1/11/2016"
90003296,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10100,"JKT Batch","Batch & Furnace","1/11/2016","31/01/2017","","Batch House Operator","1/11/2016"
90003297,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10230,"JKT Maintenance-Elec","Electrical","1/11/2016","31/01/2018","","Electrician","1/11/2016"
90003297,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10230,"JKT Maintenance-Elec","Electrical","1/11/2016","31/01/2018","","Electrician","1/11/2016"
